"id","altura","peso","IMC","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","carros","filhos"
"11807",11807,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,2325.4,1,1
"11808",11808,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Sim",1,2943.78,2,2
"11809",11809,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Sim",1,2768.45,1,1
"11810",11810,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,3043.48,1,1
"11811",11811,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,2989.01,3,1
"11812",11812,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,2992.11,3,0
"11813",11813,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,2790.27,2,2
"11814",11814,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,2695.22,1,0
"11815",11815,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,3169.82,1,2
"11816",11816,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,3201.12,1,1
"11817",11817,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Sim",1,2318.78,2,0
"11818",11818,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Não",0,3300.46,0,0
"11819",11819,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Sim",1,2720.48,2,0
"11820",11820,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,2487.38,2,0
"11821",11821,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Sim",1,3429.79,1,2
"11822",11822,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,3056.2,1,1
"11823",11823,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Sim",1,2760.05,1,1
"11824",11824,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Sim",1,3535.39,3,2
"11825",11825,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Sim",1,3103.65,3,1
"11826",11826,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Sim",1,3937.94,0,2
"11827",11827,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,3155.94,3,1
"11828",11828,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,3005.94,3,0
"11829",11829,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3273.51,2,1
"11830",11830,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Sim",1,2896.73,3,2
"11831",11831,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,1755.35,1,0
"11832",11832,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,2692.16,1,0
"11833",11833,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,3051.81,0,0
"11834",11834,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3289.04,2,2
"11835",11835,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,2640.25,3,1
"11836",11836,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,2975.62,2,1
"11837",11837,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,3738.02,1,2
"11838",11838,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,2713.05,2,2
"11839",11839,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Não",0,3724.16,1,0
"11840",11840,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Não",0,2791.33,0,1
"11841",11841,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,2807.21,2,2
"11842",11842,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,3084.51,3,2
"11843",11843,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,2926.03,1,2
"11844",11844,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Sim",1,3459.98,1,2
"11845",11845,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,3309.32,0,0
"11846",11846,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,2153.76,3,0
"11847",11847,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Sim",1,3063.34,3,0
"11848",11848,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,3576.25,2,2
"11849",11849,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Não",0,3020.95,0,0
"11850",11850,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,3161.99,2,0
"11851",11851,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,3382.88,3,2
"11852",11852,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,3289.57,0,2
"11853",11853,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,2378.94,1,2
"11854",11854,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,2933.13,0,0
"11855",11855,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,2755.85,3,0
"11856",11856,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,3136.67,1,0
"11857",11857,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,3096.08,0,0
"11858",11858,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Não",0,2741.69,1,2
"11859",11859,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Sim",1,2319.5,0,2
"11860",11860,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Não",0,2942.89,3,1
"11861",11861,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2389.01,3,2
"11862",11862,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Sim",1,3225.11,2,1
"11863",11863,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Sim",1,2163.1,2,2
"11864",11864,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,3386.91,0,2
"11865",11865,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Sim",1,2948.86,1,2
"11866",11866,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Sim",1,3722.32,1,2
"11867",11867,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,3393.08,0,1
"11868",11868,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Sim",1,2605.13,3,0
"11869",11869,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Sim",1,2133.05,1,0
"11870",11870,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,2769.67,2,0
"11871",11871,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,3210.43,2,2
"11872",11872,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Sim",1,3374.04,0,1
"11873",11873,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,2951.01,0,1
"11874",11874,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Sim",1,3118.5,0,1
"11875",11875,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Sim",1,2707.3,1,1
"11876",11876,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Sim",1,3282.38,1,0
"11877",11877,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3323.81,2,0
"11878",11878,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2626.81,2,2
"11879",11879,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,3366,3,1
"11880",11880,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,2598.37,1,2
"11881",11881,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,2676.53,1,0
"11882",11882,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3420.67,3,1
"11883",11883,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,2978.43,3,2
"11884",11884,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,3312.87,0,2
"11885",11885,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,3926.31,3,1
"11886",11886,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,2969.15,1,1
"11887",11887,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Não",0,2984.04,0,2
"11888",11888,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,2745.66,2,2
"11889",11889,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,2434.76,0,2
"11890",11890,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,3311.62,0,0
"11891",11891,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Não",0,3067.79,2,0
"11892",11892,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Sim",1,2606.99,3,0
"11893",11893,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,2238.21,3,1
"11894",11894,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,2699.93,2,0
"11895",11895,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2716.85,3,0
"11896",11896,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,3527.05,0,1
"11897",11897,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Sim",1,3695.09,3,1
"11898",11898,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Sim",1,2744.55,2,1
"11899",11899,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3109.77,2,0
"11900",11900,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Sim",1,3117.29,0,0
"11901",11901,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Sim",1,2061.89,0,2
"11902",11902,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Sim",1,2867.01,2,1
"11903",11903,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,2838.97,1,2
"11904",11904,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2360.5,2,1
"11905",11905,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,3234.02,3,2
"11906",11906,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Sim",1,2579.99,1,2
"11907",11907,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3513.1,1,2
"11908",11908,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3525.74,2,1
"11909",11909,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,3288.18,1,0
"11910",11910,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Sim",1,2936.96,1,2
"11911",11911,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Sim",1,2483.97,0,0
"11912",11912,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,3007.17,1,2
"11913",11913,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,3414.61,3,1
"11914",11914,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Sim",1,2191.91,2,1
"11915",11915,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,3074.16,2,2
"11916",11916,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Sim",1,3059.57,0,1
"11917",11917,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,3173.22,0,2
"11918",11918,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,3639.24,3,2
"11919",11919,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Sim",1,3431.38,3,2
"11920",11920,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,3303.83,3,0
"11921",11921,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Sim",1,2909.61,3,2
"11922",11922,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,2482.5,3,2
"11923",11923,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Sim",1,2609.47,2,0
"11924",11924,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,2323.4,0,2
"11925",11925,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,2823.01,1,1
"11926",11926,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Sim",1,2856.7,0,0
"11927",11927,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,2559.81,2,2
"11928",11928,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,2780.16,3,1
"11929",11929,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,2832.21,0,0
"11930",11930,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Sim",1,3048.75,0,2
"11931",11931,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Sim",1,2836.17,2,2
"11932",11932,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,3059.2,1,0
"11933",11933,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,2889.85,0,0
"11934",11934,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,2943.3,2,0
"11935",11935,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,2582.24,2,2
"11936",11936,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Sim",1,2594.59,3,2
"11937",11937,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,3435.87,3,0
"11938",11938,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,2792.09,0,1
"11939",11939,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,3372.86,2,2
"11940",11940,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Não",0,2511.75,2,0
"11941",11941,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,3267.23,3,1
"11942",11942,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Não",0,2873.97,3,1
"11943",11943,1.8,75,23.1481481481481,"F","PósDoc","Humanas","Não",0,3552.96,3,2
"11944",11944,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Sim",1,3163.33,1,2
"11945",11945,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,2616.68,2,1
"11946",11946,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2442.98,2,0
"11947",11947,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Não",0,2283.41,2,1
"11948",11948,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,2945.91,1,2
"11949",11949,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Sim",1,3732.95,3,0
"11950",11950,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Sim",1,3266.71,1,2
"11951",11951,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,2616.01,2,1
"11952",11952,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,2245.68,2,1
"11953",11953,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,3348.4,3,2
"11954",11954,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Sim",1,2589.22,0,0
"11955",11955,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Não",0,3071.27,3,1
"11956",11956,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Não",0,2681.17,3,2
"11957",11957,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,2503.69,3,1
"11958",11958,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,2403.86,3,2
"11959",11959,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2612.87,1,0
"11960",11960,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Não",0,3016.92,3,1
"11961",11961,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2510.16,1,1
"11962",11962,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3362.36,1,2
"11963",11963,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3405.88,1,2
"11964",11964,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,2886.59,0,0
"11965",11965,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,3402.25,3,0
"11966",11966,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,3004.8,1,0
"11967",11967,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,3262.89,3,2
"11968",11968,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Não",0,2839.64,3,2
"11969",11969,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,3184.53,2,0
"11970",11970,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,3381.97,0,1
"11971",11971,1.8,75,23.1481481481481,"F","Mestrado","Biológicas","Não",0,2737.27,0,1
"11972",11972,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Sim",1,2652.69,0,0
"11973",11973,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Sim",1,3014.04,0,2
"11974",11974,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,1993.9,0,2
"11975",11975,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,2637.35,2,2
"11976",11976,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Sim",1,2355.24,2,0
"11977",11977,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,3201.51,3,1
"11978",11978,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,3032.17,2,2
"11979",11979,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,2274.65,1,0
"11980",11980,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,3265.01,2,1
"11981",11981,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,3635.35,0,2
"11982",11982,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Sim",1,2843.66,2,1
"11983",11983,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,3795.47,1,1
"11984",11984,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,2627.01,1,1
"11985",11985,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,2438.07,2,1
"11986",11986,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,3085.03,2,1
"11987",11987,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,3045.38,3,2
"11988",11988,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Não",0,3293.74,1,1
"11989",11989,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,3003.88,0,2
"11990",11990,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Sim",1,2688.33,1,1
"11991",11991,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3220.62,3,1
"11992",11992,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,3112.29,2,2
"11993",11993,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Não",0,3107.75,2,0
"11994",11994,1.8,75,23.1481481481481,"F","Doutorado","Biológicas","Não",0,2686.54,0,1
"11995",11995,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3857.63,2,2
"11996",11996,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3559.12,2,2
"11997",11997,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,3581.33,1,2
"11998",11998,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Não",0,2924.28,2,2
"11999",11999,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,2975.37,3,1
"12000",12000,1.8,75,23.1481481481481,"M","Doutorado","Biológicas","Não",0,3209.4,3,0
"12001",12001,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Não",0,3396.92,0,2
"12002",12002,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,2627.26,0,1
"12003",12003,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,2830.37,0,1
"12004",12004,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Sim",1,3855.48,3,2
"12005",12005,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Não",0,2860.06,0,1
"12006",12006,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Sim",1,2409.22,2,0
"12007",12007,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,2851.45,2,1
"12008",12008,1.8,75,23.1481481481481,"M","3º Grau","Biológicas","Não",0,2735.69,2,1
"12009",12009,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,2229.01,0,2
"12010",12010,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Sim",1,2585.72,0,2
"12011",12011,1.8,75,23.1481481481481,"F","3º Grau","Exatas","Não",0,2573.82,2,2
"12012",12012,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Sim",1,3012.34,3,1
"12013",12013,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3695.78,3,1
"12014",12014,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Sim",1,2084.82,1,2
"12015",12015,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Sim",1,3407.95,0,1
"12016",12016,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Sim",1,2767.61,3,2
"12017",12017,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Sim",1,3121.91,0,0
"12018",12018,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Sim",1,2226.91,0,1
"12019",12019,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,2650.64,1,1
"12020",12020,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,2657.08,3,1
"12021",12021,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Sim",1,2474.69,1,0
"12022",12022,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,2360.09,0,0
"12023",12023,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3350.27,1,2
"12024",12024,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Sim",1,2875.69,0,1
"12025",12025,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,2277.74,0,1
"12026",12026,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,2397.84,3,0
"12027",12027,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Não",0,3644.41,3,0
"12028",12028,1.8,75,23.1481481481481,"F","2º Grau","Exatas","Não",0,3182.52,1,1
"12029",12029,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,3368.17,2,0
"12030",12030,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,2329.94,2,1
"12031",12031,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Sim",1,3141.09,1,2
"12032",12032,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Sim",1,2621.48,3,1
"12033",12033,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Sim",1,2732.55,2,0
"12034",12034,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3158.67,2,0
"12035",12035,1.8,75,23.1481481481481,"M","1º Grau","Humanas","Não",0,2988.36,3,2
"12036",12036,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Não",0,2891.08,1,2
"12037",12037,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,3404.06,2,2
"12038",12038,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,3125.04,0,0
"12039",12039,1.8,75,23.1481481481481,"F","Doutorado","Exatas","Não",0,3516.11,1,0
"12040",12040,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Sim",1,2705.09,1,1
"12041",12041,1.8,75,23.1481481481481,"M","Doutorado","Humanas","Sim",1,2806.34,0,2
"12042",12042,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Não",0,2252.63,0,1
"12043",12043,1.8,75,23.1481481481481,"F","1º Grau","Exatas","Não",0,3472.75,2,0
"12044",12044,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,2902.02,3,2
"12045",12045,1.8,75,23.1481481481481,"M","2º Grau","Biológicas","Não",0,3995.89,2,2
"12046",12046,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Sim",1,2480.92,0,2
"12047",12047,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,3030.9,2,2
"12048",12048,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,2895.7,3,0
"12049",12049,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Sim",1,3271.95,0,0
"12050",12050,1.8,75,23.1481481481481,"M","2º Grau","Exatas","Não",0,3061.43,0,2
"12051",12051,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,3187.81,0,0
"12052",12052,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Sim",1,3870.96,1,2
"12053",12053,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Sim",1,3114.66,1,0
"12054",12054,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,3236.5,3,0
"12055",12055,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,2419.5,3,1
"12056",12056,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Não",0,3546.01,2,1
"12057",12057,1.8,75,23.1481481481481,"M","1º Grau","Exatas","Sim",1,3209,3,0
"12058",12058,1.8,75,23.1481481481481,"M","PósDoc","Biológicas","Não",0,2491.16,1,0
"12059",12059,1.8,75,23.1481481481481,"F","1º Grau","Humanas","Não",0,3141.73,2,1
"12060",12060,1.8,75,23.1481481481481,"M","Doutorado","Exatas","Não",0,2827.48,3,0
"12061",12061,1.8,75,23.1481481481481,"M","PósDoc","Exatas","Sim",1,3784.12,3,1
"12062",12062,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,3152.4,2,1
"12063",12063,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Sim",1,3228.44,2,0
"12064",12064,1.8,75,23.1481481481481,"M","3º Grau","Humanas","Não",0,3679.04,3,0
"12065",12065,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Não",0,2967.26,3,0
"12066",12066,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,3158.23,2,1
"12067",12067,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Não",0,2553,0,2
"12068",12068,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Sim",1,2840.05,1,0
"12069",12069,1.8,75,23.1481481481481,"M","Mestrado","Biológicas","Não",0,2905.63,2,0
"12070",12070,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Não",0,3365.73,3,1
"12071",12071,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Sim",1,3126.9,3,2
"12072",12072,1.8,75,23.1481481481481,"M","2º Grau","Humanas","Sim",1,2796.93,1,0
"12073",12073,1.8,75,23.1481481481481,"F","2º Grau","Biológicas","Não",0,3266.44,3,2
"12074",12074,1.8,75,23.1481481481481,"F","3º Grau","Biológicas","Sim",1,3845.82,1,0
"12075",12075,1.8,75,23.1481481481481,"F","Mestrado","Humanas","Não",0,2584.63,0,1
"12076",12076,1.8,75,23.1481481481481,"F","PósDoc","Exatas","Sim",1,3621.25,2,2
"12077",12077,1.8,75,23.1481481481481,"F","Mestrado","Exatas","Não",0,3200.95,1,2
"12078",12078,1.8,75,23.1481481481481,"M","PósDoc","Humanas","Não",0,2927.84,0,1
"12079",12079,1.8,75,23.1481481481481,"M","3º Grau","Exatas","Não",0,3343.33,0,2
"12080",12080,1.8,75,23.1481481481481,"F","PósDoc","Biológicas","Não",0,3157.05,0,2
"12081",12081,1.8,75,23.1481481481481,"F","2º Grau","Humanas","Sim",1,2919.13,2,2
"12082",12082,1.8,75,23.1481481481481,"M","Mestrado","Exatas","Não",0,3180.66,2,2
"12083",12083,1.8,75,23.1481481481481,"F","Doutorado","Humanas","Não",0,3791.69,3,1
"12084",12084,1.8,75,23.1481481481481,"F","3º Grau","Humanas","Não",0,3798.23,2,2
"12085",12085,1.8,75,23.1481481481481,"M","1º Grau","Biológicas","Sim",1,2924.43,0,1
"12086",12086,1.8,75,23.1481481481481,"F","1º Grau","Biológicas","Sim",1,3425.9,3,0
"12087",12087,1.8,75,23.1481481481481,"M","Mestrado","Humanas","Não",0,2807.72,1,1
